技能名,卡片类型,正面,背面,标签,出处
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 7,【适合在职人士的投资方法】练习场景<br><br>1. 理解「适合在职人士的投资方法」的核心概念和原理<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 8,【适合在职人士的投资方法】练习场景<br><br>2. 按照方法步骤逐步练习和应用<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 9,【适合在职人士的投资方法】练习场景<br><br>3. 结合实际场景复盘，形成自己的经验<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 10,【适合在职人士的投资方法】练习场景<br><br>选择一个贴近用户实际的场景进行练习：<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 11,【适合在职人士的投资方法】练习场景<br><br>场景：<让用户描述一个真实应用场景><br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 12,【适合在职人士的投资方法】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 13,【适合在职人士的投资方法】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 14,【适合在职人士的投资方法】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 15,【适合在职人士的投资方法】练习场景<br><br>场景中应用「适合在职人士的投资方法」？<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 16,【适合在职人士的投资方法】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 17,【适合在职人士的投资方法】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 18,【适合在职人士的投资方法】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 19,【适合在职人士的投资方法】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,练习场景,【适合在职人士的投资方法】练习场景 20,【适合在职人士的投资方法】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
适合在职人士的投资方法,教练提示,【适合在职人士的投资方法】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「适合在职人士的投资方法」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,适合在职人士的投资方法 本杰明格雷厄姆-教练 理解适合在职人士的投资方法的核心概念和原理,《聪明的投资者》本杰明·格雷厄姆 | 李明轩 | - **日期**：
