技能名,卡片类型,正面,背面,标签,出处
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 11,【可复制的布置任务和正面反馈法】练习场景<br><br>场景：<让用户描述一个真实应用场景><br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 12,【可复制的布置任务和正面反馈法】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 13,【可复制的布置任务和正面反馈法】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 14,【可复制的布置任务和正面反馈法】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 15,【可复制的布置任务和正面反馈法】练习场景<br><br>场景中应用「可复制的布置任务和正面反馈法」？<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 16,【可复制的布置任务和正面反馈法】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 17,【可复制的布置任务和正面反馈法】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 18,【可复制的布置任务和正面反馈法】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 19,【可复制的布置任务和正面反馈法】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,练习场景,【可复制的布置任务和正面反馈法】练习场景 20,【可复制的布置任务和正面反馈法】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
可复制的布置任务和正面反馈法,教练提示,【可复制的布置任务和正面反馈法】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「可复制的布置任务和正面反馈法」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,可复制的布置任务和正面反馈法 樊登-教练 理解可复制的布置任务和正面反馈法的核心概念和原理,《可复制的领导力》樊登 | 多拿 | - **日期**：
