技能名,卡片类型,正面,背面,标签,出处
要事第一,练习场景,【要事第一】练习场景 8,【要事第一】练习场景<br><br>1. 学习「要事第一」的核心要点和关键方法<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 9,【要事第一】练习场景<br><br>2. 在真实场景中练习和应用所学内容<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 10,【要事第一】练习场景<br><br>3. 反思总结，将方法内化为自己的能力<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 11,【要事第一】练习场景<br><br>选择一个贴近用户实际的场景进行练习：<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 12,【要事第一】练习场景<br><br>场景：<让用户描述一个真实应用场景><br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 13,【要事第一】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 14,【要事第一】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 15,【要事第一】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 16,【要事第一】练习场景<br><br>场景中应用「要事第一」？<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 17,【要事第一】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 18,【要事第一】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 19,【要事第一】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 20,【要事第一】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,练习场景,【要事第一】练习场景 21,【要事第一】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
要事第一,教练提示,【要事第一】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「要事第一」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,要事第一 史蒂芬柯维-教练 学习要事第一的核心要点和关键方法,《高效能人士的七个习惯》史蒂芬·柯维 | 凡尘 | TF2-1
