技能名,卡片类型,正面,背面,标签,出处
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 7,【理性决策，驾驭未来】练习场景<br><br>用户：（描述自己的情况）<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 8,【理性决策，驾驭未来】练习场景<br><br>1. 学习「理性决策，驾驭未来」的核心要点和关键方法<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 9,【理性决策，驾驭未来】练习场景<br><br>2. 在真实场景中练习和应用所学内容<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 10,【理性决策，驾驭未来】练习场景<br><br>3. 反思总结，将方法内化为自己的能力<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 11,【理性决策，驾驭未来】练习场景<br><br>选择一个贴近用户实际的场景进行练习：<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 12,【理性决策，驾驭未来】练习场景<br><br>场景：<让用户描述一个真实应用场景><br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 13,【理性决策，驾驭未来】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 14,【理性决策，驾驭未来】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 15,【理性决策，驾驭未来】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 16,【理性决策，驾驭未来】练习场景<br><br>场景中应用「理性决策，驾驭未来」？<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 17,【理性决策，驾驭未来】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 18,【理性决策，驾驭未来】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 19,【理性决策，驾驭未来】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 20,【理性决策，驾驭未来】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,练习场景,【理性决策，驾驭未来】练习场景 21,【理性决策，驾驭未来】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
理性决策，驾驭未来,教练提示,【理性决策，驾驭未来】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「理性决策，驾驭未来」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,理性决策驾驭未来 美斯蒂芬P罗宾斯Stephen-PRobbins-教练 学习理性决策驾驭未来的核心要点和关键方法,《做出好决定》[美]斯蒂芬·P·罗宾斯（Stephen P.Robbins） | 保洁大叔 | TF3-2
