技能名,卡片类型,正面,背面,标签,出处
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 12,【掀桌砍价法和跳崖式让步】练习场景<br><br>用户：（尝试应用方法回应）<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 13,【掀桌砍价法和跳崖式让步】练习场景<br><br>当时你是怎么做的？结果如何？<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 14,【掀桌砍价法和跳崖式让步】练习场景<br><br>如果用今天学的方法重新处理，你会改变什么？<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 15,【掀桌砍价法和跳崖式让步】练习场景<br><br>场景中应用「掀桌砍价法和跳崖式让步」？<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 16,【掀桌砍价法和跳崖式让步】练习场景<br><br>1. 应用场景：______<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 17,【掀桌砍价法和跳崖式让步】练习场景<br><br>2. 具体步骤：______<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 18,【掀桌砍价法和跳崖式让步】练习场景<br><br>场景中灵活运用 |<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 19,【掀桌砍价法和跳崖式让步】练习场景<br><br>| 表达清晰度 | 表达是否清晰、有条理 |<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,练习场景,【掀桌砍价法和跳崖式让步】练习场景 20,【掀桌砍价法和跳崖式让步】练习场景<br><br>| 改进意愿 | 是否愿意根据反馈调整 |<br><br><i>运用所学的步骤进行练习</i>,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
掀桌砍价法和跳崖式让步,教练提示,【掀桌砍价法和跳崖式让步】教练诊断要点,引导用户回顾相关场景：<br>教练：「关于「掀桌砍价法和跳崖式让步」，你目前的使用情况如何？<br>遇到过什么困难或困惑吗？」,掀桌砍价法和跳崖式让步 马东-教练 理解掀桌砍价法和跳崖式让步的核心概念和原理,《好好说话》马东 | 王美惠+ | TF2-4
